age,workclass,fnlwgt,edunum,marital,occupation,relationship,race,sex,capitalgain,capitalloss,hours,native,income
48,2,12217,13,1,1,1,0,0,0,0,45,0, >50K
28,2,11639,13,0,9,4,1,1,0,0,40,0, <=50K
57,6,12218,10,1,10,1,0,0,0,0,60,0, >50K
33,2,17,11,1,5,1,0,0,0,0,40,0, <=50K
42,2,10757,9,4,9,0,0,0,0,0,15,0, <=50K
17,2,12219,6,0,4,3,0,0,0,0,40,0, <=50K
63,5,12220,5,4,11,0,1,0,0,0,40,0, <=50K
31,6,127,13,1,1,1,0,0,0,0,55,0, >50K
34,5,12221,14,0,11,0,0,0,4650,0,30,0, <=50K
35,2,11638,10,0,9,0,0,0,0,1974,40,0, <=50K
20,2,5828,9,0,2,3,0,0,0,0,40,0, <=50K
36,2,12222,9,1,1,2,0,1,0,0,40,0, <=50K
24,2,4072,10,0,5,0,0,1,0,0,24,0, <=50K
33,2,6891,10,1,7,1,1,0,0,0,50,0, >50K
36,2,12223,10,1,0,1,0,0,0,0,40,0, <=50K
31,2,12224,13,2,1,4,0,1,0,0,40,0, <=50K
29,2,12165,12,2,5,4,0,1,3418,0,40,0, <=50K
47,2,1863,13,1,5,1,0,0,0,0,60,0, >50K
30,2,6157,16,1,3,1,0,0,5178,0,75,0, >50K
34,2,12225,9,1,8,1,0,0,0,0,50,0, <=50K
23,2,8653,9,0,9,5,0,1,0,0,40,0, <=50K
33,2,693,11,2,0,0,0,0,0,0,40,0, <=50K
59,2,12226,6,2,9,0,0,1,0,0,40,0, <=50K
67,1,12227,13,2,3,0,0,0,0,0,40,0, <=50K
26,2,12228,9,2,9,0,0,0,0,0,40,0, <=50K
27,2,12229,9,1,9,1,2,0,2885,0,40,20, <=50K
20,2,12230,9,1,3,3,0,1,0,0,36,4, <=50K
24,2,12231,13,0,0,3,0,0,0,0,39,0, <=50K
44,3,12232,11,2,10,0,0,0,0,0,40,0, <=50K
31,2,4970,9,1,6,1,0,0,0,0,40,0, >50K
28,2,12233,15,1,3,1,0,0,0,0,60,0, <=50K
19,2,12234,9,0,4,3,0,1,0,0,20,0, <=50K
31,1,12235,13,1,1,2,0,1,0,1902,40,0, >50K
20,2,2144,9,0,0,0,0,1,0,0,40,0, <=50K
64,2,12236,9,2,4,0,0,1,0,0,15,0, <=50K
47,0,12237,9,1,0,2,0,1,0,0,40,0, >50K
36,2,12238,10,0,0,0,0,1,0,0,35,0, <=50K
48,2,6235,9,1,6,1,0,0,0,0,44,0, >50K
19,1,12239,10,0,4,3,0,1,0,0,40,5, <=50K
22,2,12240,9,0,5,3,1,1,0,0,35,0, <=50K
56,2,12241,5,2,0,0,0,0,0,0,40,0, <=50K
22,2,3848,10,0,0,0,0,0,0,0,50,0, <=50K
37,2,4037,13,1,3,1,0,0,0,0,99,0, >50K
57,4,12242,13,6,3,0,0,1,0,0,35,0, <=50K
38,2,899,12,1,5,1,0,0,0,0,50,0, >50K
34,2,12243,9,0,9,4,1,1,0,0,40,0, <=50K
22,5,3406,7,4,11,4,1,1,0,0,40,0, <=50K
38,3,4973,10,2,1,0,0,1,0,0,40,0, <=50K
30,6,2801,10,1,1,1,2,0,0,1902,40,6, >50K
32,2,3760,13,0,3,0,0,0,0,0,45,0, >50K
29,2,2847,8,3,4,0,1,1,0,0,40,0, <=50K
56,2,12244,9,1,9,1,0,0,0,0,40,0, <=50K
42,2,12245,11,1,1,2,0,1,7298,0,35,0, >50K
66,5,12246,6,2,11,0,0,0,2050,0,40,0, <=50K
71,4,12247,9,6,1,5,0,1,0,0,33,0, <=50K
20,2,12248,7,0,7,3,0,0,0,0,40,0, <=50K
25,2,3439,9,0,9,3,0,0,0,0,36,0, <=50K
42,2,12249,9,1,6,1,0,0,0,0,40,4, >50K
20,5,12250,9,0,11,3,0,1,0,0,40,0, <=50K
61,2,2039,10,1,3,1,0,0,0,0,50,0, >50K
24,0,8783,13,1,1,2,0,1,0,0,40,0, <=50K
51,2,12251,5,0,4,4,1,1,0,0,40,0, <=50K
27,2,64,9,0,0,0,0,0,0,0,40,0, <=50K
41,2,12252,10,1,1,2,0,1,0,1902,40,0, >50K
31,2,12253,9,2,9,0,0,0,0,0,40,0, <=50K
39,2,12254,9,2,14,4,1,1,0,0,16,0, <=50K
36,5,12255,9,1,11,1,1,0,0,0,40,0, <=50K
51,1,12256,15,1,3,1,0,0,0,0,40,0, <=50K
52,2,12257,9,0,1,4,0,1,0,0,40,0, <=50K
49,2,8380,13,1,3,1,0,0,0,0,40,0, >50K
43,2,12215,10,1,6,1,0,0,0,0,40,0, <=50K
45,2,10966,13,1,1,1,0,0,0,1977,60,0, >50K
49,2,12258,9,2,9,0,0,0,0,0,40,0, <=50K
19,2,5924,9,0,4,0,0,1,0,0,40,0, <=50K
44,1,12259,9,1,8,1,0,0,0,0,40,0, <=50K
67,6,2960,9,1,7,1,0,0,0,0,40,0, <=50K
58,2,5215,15,1,3,1,0,0,0,0,45,0, >50K
36,2,7358,13,1,3,1,0,0,7688,0,40,0, >50K
67,2,12260,9,6,0,0,0,1,15831,0,16,11, >50K
61,2,12261,16,1,3,1,0,0,0,0,40,0, >50K
55,4,12262,4,0,4,4,1,1,0,0,40,0, <=50K
23,5,1539,12,0,11,3,2,0,0,0,16,13, <=50K
35,3,12263,9,0,0,0,0,0,0,0,40,0, <=50K
35,2,12264,6,0,4,4,1,1,0,0,38,0, <=50K
20,0,12265,10,0,0,3,0,1,0,0,10,0, <=50K
51,2,12266,9,1,0,2,1,1,0,0,40,0, <=50K
23,2,12267,13,0,3,3,0,0,0,0,40,0, <=50K
39,2,4558,9,1,8,1,0,0,0,0,24,0, <=50K
36,2,12268,10,2,4,4,0,1,0,0,40,0, <=50K
47,2,4583,9,1,5,1,0,0,0,0,45,0, >50K
27,2,8719,13,0,5,0,0,0,0,0,80,0, >50K
29,2,12269,9,1,6,1,0,0,0,0,40,0, <=50K
21,0,12270,10,0,12,0,0,0,0,0,40,0, <=50K
18,2,12271,10,0,0,0,0,1,0,0,20,0, <=50K
24,2,12272,10,0,1,3,0,0,0,0,20,0, <=50K
39,3,12273,9,1,6,1,0,0,0,0,40,0, >50K
51,0,12274,10,1,1,1,0,0,0,0,40,0, <=50K
47,2,7917,13,1,10,1,0,0,15024,0,40,0, >50K
62,2,12275,10,2,0,4,0,1,0,0,30,0, <=50K
49,2,11914,13,1,1,1,0,0,0,0,40,0, >50K
20,2,7008,7,1,4,1,0,0,0,0,40,0, <=50K
24,2,12276,10,0,5,0,0,0,0,0,40,0, <=50K
25,2,12277,9,0,1,3,0,1,0,0,40,0, <=50K
54,1,12278,13,1,5,1,0,0,0,0,40,0, <=50K
25,2,12279,9,0,6,3,0,0,0,0,40,0, <=50K
20,5,12280,9,1,11,2,0,1,0,0,45,0, <=50K
43,2,12281,10,2,5,4,0,1,0,0,55,0, >50K
26,2,12282,13,0,1,0,0,0,0,1876,38,0, <=50K
24,2,12283,9,1,2,1,0,0,0,0,40,0, <=50K
18,2,12284,7,0,4,3,3,0,0,0,20,0, <=50K
45,6,10449,10,1,3,2,0,1,0,0,40,4, >50K
45,1,2100,9,1,1,1,0,0,0,0,25,0, <=50K
26,2,2521,13,0,5,0,0,0,0,0,40,0, <=50K
47,2,4698,10,0,4,3,0,0,0,0,40,0, <=50K
54,5,603,9,1,11,1,0,0,0,0,40,0, <=50K
21,7,12097,9,0,6,3,1,0,0,0,40,0, <=50K
29,2,12285,9,2,4,4,0,1,0,0,99,0, <=50K
68,2,12286,10,1,3,1,0,0,0,0,15,0, <=50K
21,2,12287,10,0,1,0,1,0,0,0,48,5, <=50K
28,6,558,10,0,1,0,0,0,0,0,30,0, <=50K
46,2,6657,9,1,1,2,0,1,0,0,40,0, >50K
35,2,12288,9,4,7,4,1,1,0,0,48,0, <=50K
50,1,12289,6,0,6,0,0,0,0,0,25,0, <=50K
48,6,12290,10,2,1,0,0,0,0,0,40,0, <=50K
17,5,12291,6,0,11,3,0,0,0,0,40,0, <=50K
59,2,2983,13,1,6,1,0,0,15024,0,50,0, >50K
23,2,12292,10,0,1,3,1,0,0,0,40,0, <=50K
53,2,1923,9,6,5,0,0,1,0,0,30,0, <=50K
50,6,12293,14,1,5,1,0,0,0,0,40,0, >50K
32,5,12294,3,0,11,4,0,1,0,0,45,5, <=50K
53,2,11876,8,3,2,0,4,0,0,0,56,24, <=50K
52,2,12295,9,1,9,1,1,0,0,0,48,0, <=50K
38,2,12296,13,1,3,1,0,0,0,0,50,0, <=50K
43,2,9419,14,1,1,1,0,0,0,0,50,0, >50K
35,2,5556,13,1,4,2,0,1,0,0,32,0, <=50K
41,2,12297,15,1,1,1,0,0,0,0,50,0, >50K
22,2,12298,10,0,5,3,0,0,0,0,40,0, <=50K
39,2,4356,9,1,4,1,0,0,0,0,60,0, >50K
45,2,12299,14,1,5,1,0,0,0,0,40,0, >50K
31,2,12300,5,1,8,2,0,1,0,0,42,0, <=50K
40,2,6038,13,1,3,1,0,0,0,1887,40,0, >50K
47,1,12301,3,1,7,1,0,0,0,0,20,0, <=50K
53,2,12302,9,1,6,1,1,0,0,0,40,2, <=50K
53,6,12303,13,1,5,1,0,0,0,0,60,0, >50K
33,4,12304,13,0,10,0,1,0,0,1564,52,0, >50K
24,2,12305,13,0,0,3,0,1,0,0,20,0, <=50K
34,2,7491,10,0,4,0,0,1,0,0,40,0, <=50K
46,6,5567,9,1,5,1,0,0,0,0,50,0, >50K
29,3,6171,10,1,12,1,0,0,0,0,60,0, <=50K
61,0,7196,7,6,4,4,0,1,0,0,32,0, >50K
31,2,5972,9,1,8,1,0,0,0,0,40,0, <=50K
29,2,12306,9,3,10,3,1,0,0,0,40,0, <=50K
42,2,12307,9,4,6,4,0,0,0,0,40,0, <=50K
50,3,4306,10,1,1,1,0,0,0,0,40,0, <=50K
34,2,12308,9,2,0,0,0,1,0,0,40,0, <=50K
39,2,8899,4,1,7,1,0,0,0,0,40,0, <=50K
74,2,12309,2,1,7,1,1,0,0,0,20,0, <=50K
40,2,7038,10,1,5,1,0,0,0,0,40,0, <=50K
75,1,12310,15,1,3,1,0,0,0,2174,50,0, >50K
40,4,701,13,1,3,2,0,1,0,0,40,0, >50K
36,2,2836,7,1,6,1,0,0,0,0,40,0, <=50K
61,5,12311,13,1,11,1,0,0,0,0,40,0, >50K
42,5,12312,7,1,11,1,0,0,0,0,22,19, <=50K
28,2,12313,13,1,1,2,0,1,0,0,40,0, >50K
19,2,12314,10,0,0,0,0,1,0,0,18,0, <=50K
36,2,6406,12,4,4,4,1,1,0,0,32,0, <=50K
33,5,12315,11,2,11,0,0,1,0,0,40,26, <=50K
50,3,12316,10,2,0,4,0,1,0,880,40,0, <=50K
47,2,12317,12,1,3,2,1,1,15024,0,40,0, >50K
48,2,12318,9,0,10,4,1,1,0,0,33,2, <=50K
60,6,3457,9,2,6,0,0,0,0,0,40,0, <=50K
30,2,12319,14,0,3,0,1,0,0,0,30,0, <=50K
32,2,11557,13,1,1,1,0,0,0,0,50,0, >50K
45,4,1717,14,1,3,2,0,1,0,1977,35,0, >50K
51,2,5142,10,1,10,1,0,0,0,0,40,0, >50K
53,2,12320,5,3,9,4,1,0,0,0,75,22, <=50K
34,2,4887,14,0,10,4,1,1,0,0,40,4, <=50K
48,1,12321,14,1,1,1,0,0,0,0,40,5, >50K
68,5,12322,9,1,11,1,0,0,0,0,45,0, <=50K
32,2,12323,12,2,9,0,0,1,0,0,50,0, <=50K
63,5,12324,9,1,11,1,0,0,0,0,4,0, <=50K
31,2,12325,9,2,1,4,1,1,0,0,40,0, <=50K
58,1,6001,13,2,4,0,0,1,0,0,20,0, <=50K
32,2,4367,12,1,1,1,0,0,0,0,60,0, >50K
32,2,11266,13,0,3,0,0,0,0,0,40,0, <=50K
40,2,63,13,2,5,3,0,0,0,0,80,0, <=50K
50,2,6201,13,1,1,1,0,0,99999,0,55,0, >50K
38,1,7217,6,4,9,0,0,0,0,0,40,0, <=50K
30,2,12326,9,1,9,1,0,0,0,0,40,0, <=50K
21,2,4062,9,0,0,4,0,1,0,0,40,0, <=50K
28,2,12327,13,0,3,3,0,1,0,1564,40,0, >50K
63,2,12328,9,1,5,1,0,0,0,0,48,4, <=50K
32,2,12329,12,2,3,4,0,1,0,880,36,0, <=50K
25,2,12330,9,0,5,0,0,0,0,0,45,0, <=50K
59,2,12331,10,1,10,1,0,0,0,0,40,0, >50K
22,4,6905,11,0,0,3,0,1,0,0,10,4, <=50K
49,2,2685,10,0,6,3,0,0,0,0,40,0, <=50K
36,2,1641,13,0,1,0,0,0,0,0,40,0, <=50K
31,5,12332,9,1,11,2,0,1,0,0,30,5, <=50K
46,2,12333,10,2,14,4,0,1,0,0,30,0, <=50K
37,4,3321,15,1,3,1,0,0,0,0,60,0, >50K
48,2,12334,13,1,5,1,1,0,0,0,40,0, >50K
43,2,12335,10,1,4,1,0,0,0,1672,44,0, <=50K
41,2,12336,9,1,1,1,0,0,0,0,40,0, >50K
54,2,12337,9,1,5,1,0,0,3464,0,40,0, <=50K
36,2,7454,10,2,1,0,0,1,0,0,4,0, <=50K
29,2,12338,13,2,4,4,4,1,0,0,40,0, <=50K
66,4,12339,9,1,6,1,0,0,0,2267,40,0, <=50K
59,2,4002,15,0,3,0,0,0,0,0,50,0, <=50K
62,2,12340,13,1,1,1,0,0,0,0,40,0, >50K
29,2,12341,6,0,6,0,0,0,0,0,40,5, <=50K
28,2,5782,13,1,5,1,0,0,0,0,45,0, >50K
27,2,12342,13,1,9,1,0,0,0,1887,60,0, >50K
42,0,2294,9,1,1,1,0,0,0,0,40,0, >50K
60,2,12343,11,1,6,1,0,0,0,0,46,0, >50K
58,2,12344,14,1,3,1,0,0,0,0,50,0, >50K
27,2,12345,10,1,6,1,0,0,0,0,40,0, <=50K
45,2,12346,9,6,6,0,0,1,0,0,40,0, <=50K
50,2,12347,10,1,6,1,0,0,0,0,40,0, >50K
43,2,12348,10,1,6,1,1,0,0,0,40,0, <=50K
39,2,12349,15,2,1,0,0,0,0,0,50,0, <=50K
21,2,9260,10,0,0,3,0,0,0,0,20,0, <=50K
24,2,12350,9,1,2,1,1,0,0,0,70,0, <=50K
59,1,5698,15,1,8,1,0,0,0,0,30,0, <=50K
36,2,2127,9,1,9,1,0,0,0,0,40,0, >50K
72,5,12351,10,6,11,4,2,1,0,0,4,0, <=50K
35,2,5101,14,1,1,1,2,0,0,0,65,38, >50K
33,2,12352,10,2,2,3,0,0,0,0,40,0, <=50K
30,2,12353,9,0,6,0,1,1,0,0,45,0, <=50K
40,2,12354,11,2,6,4,0,0,0,0,50,0, >50K
26,1,12355,10,1,5,1,0,0,0,0,55,0, <=50K
37,3,12356,11,4,0,0,1,0,0,0,40,0, <=50K
68,1,12357,10,2,7,0,0,1,0,0,20,0, <=50K
45,2,12358,13,1,6,1,0,0,0,0,72,0, >50K
56,2,12359,9,1,3,1,0,0,0,0,40,0, <=50K
36,2,260,9,0,0,3,0,1,0,0,40,0, <=50K
50,2,1755,13,1,1,1,0,0,7298,0,50,0, >50K
38,2,211,11,1,5,1,0,0,0,0,40,0, <=50K
29,2,12360,13,1,5,1,0,0,0,0,41,0, <=50K
28,2,12361,9,0,4,4,0,1,0,0,28,0, <=50K
39,3,2291,10,1,0,1,0,0,0,0,50,0, <=50K
26,4,12362,13,0,12,0,0,0,0,0,40,0, <=50K
52,6,12363,10,2,1,0,0,0,0,0,65,0, >50K
52,2,12364,13,2,8,0,0,0,0,0,40,0, <=50K
84,2,12365,9,6,4,0,0,1,0,0,13,0, <=50K
33,3,12366,10,0,4,0,0,1,0,0,10,0, <=50K
46,3,2511,15,1,3,1,0,0,15024,0,50,0, >50K
30,2,1025,9,0,5,0,0,1,0,0,35,0, <=50K
38,2,6407,13,1,3,1,0,0,0,0,40,9, >50K
66,2,12367,9,6,14,0,0,1,0,0,8,0, <=50K
62,3,12368,14,1,0,1,0,0,0,0,40,14, >50K
31,2,12369,13,1,1,1,1,0,0,1887,40,0, >50K
31,2,12370,13,1,6,1,0,0,0,0,40,0, >50K
39,2,12371,9,1,9,1,0,0,2829,0,40,0, <=50K
60,1,4198,9,2,6,0,1,0,0,0,50,4, <=50K
27,2,12372,13,0,10,3,0,1,0,0,40,0, <=50K
37,5,12373,11,1,11,2,3,1,0,0,40,0, <=50K
38,2,6502,10,2,0,3,0,1,0,0,40,0, <=50K
25,2,12374,9,0,2,5,0,0,0,0,40,0, <=50K
48,2,12375,9,1,1,2,0,1,0,0,40,0, <=50K
42,1,3972,13,0,3,0,0,0,0,0,50,4, <=50K
45,4,2583,14,1,3,1,0,0,0,0,50,0, >50K
22,2,12376,10,0,5,3,0,0,0,0,40,0, <=50K
50,2,12377,9,1,6,1,0,0,0,0,40,15, <=50K
21,2,12378,9,0,8,0,0,0,0,0,40,0, <=50K
44,4,12379,10,2,0,4,0,1,0,0,40,0, <=50K
60,1,6898,9,4,4,0,1,0,0,1876,50,0, <=50K
21,5,7127,10,0,11,3,0,1,0,0,6,0, <=50K
51,2,3658,9,1,9,1,0,0,0,0,48,0, <=50K
30,2,12380,9,3,6,5,0,0,0,0,40,0, <=50K
46,1,1014,12,2,6,0,0,0,0,0,40,0, <=50K
43,2,12381,11,1,1,1,0,0,0,0,45,0, >50K
57,2,12382,9,0,4,0,1,0,0,0,48,0, <=50K
48,2,54,14,1,3,1,0,0,0,1902,40,0, >50K
39,6,434,13,1,5,1,2,0,7688,0,40,4, >50K
68,1,12383,9,1,8,1,0,0,2414,0,40,0, <=50K
33,2,12384,10,0,4,0,0,0,0,0,24,0, <=50K
22,7,12385,9,0,2,3,0,0,4416,0,40,0, <=50K
18,5,12386,7,0,11,5,0,0,0,0,7,0, <=50K
28,2,2738,9,0,9,0,0,0,0,0,50,0, <=50K
32,2,10811,14,1,3,1,2,0,0,0,40,3, <=50K
56,2,12387,9,2,6,0,0,0,0,0,42,0, <=50K
36,2,12388,9,1,4,1,0,0,0,0,50,0, <=50K
34,2,12389,10,1,1,1,0,0,0,0,55,0, <=50K
18,2,12390,9,0,5,0,0,1,0,1721,40,0, <=50K
39,2,3381,6,6,9,0,1,0,0,1590,40,0, <=50K
25,2,12391,13,0,1,0,0,1,0,0,40,0, <=50K
27,1,12392,10,0,6,0,0,0,0,0,35,0, <=50K
56,1,12393,14,2,5,0,0,0,0,1876,60,0, <=50K
33,1,9572,9,1,6,1,0,0,0,0,40,0, <=50K
49,6,12394,16,1,3,1,1,0,0,0,60,0, >50K
44,1,6038,9,1,1,1,0,0,0,0,84,0, <=50K
30,1,6697,7,0,6,0,0,0,0,0,45,0, >50K
27,2,9536,9,2,6,0,0,0,0,0,50,0, <=50K
25,2,12395,13,0,0,0,0,0,0,0,40,0, >50K
30,6,5219,13,0,1,0,0,0,0,0,40,0, <=50K
38,2,12396,12,1,4,1,0,0,0,0,40,25, <=50K
38,2,12397,9,1,6,1,0,0,0,0,40,0, <=50K
46,2,3940,10,2,5,4,0,1,0,0,40,0, <=50K
37,2,12398,9,6,9,4,0,1,0,0,20,0, <=50K
62,2,8040,9,1,1,1,0,0,0,0,40,0, >50K
55,1,12399,9,1,4,1,0,0,0,0,40,0, <=50K
47,1,3224,9,3,6,0,0,0,0,0,40,0, <=50K
45,2,12400,9,1,3,2,0,1,0,0,14,0, <=50K
50,2,12401,9,1,6,1,0,0,0,0,40,0, <=50K
36,2,12402,9,2,9,4,0,0,0,0,40,0, <=50K
45,2,12403,9,0,5,0,0,1,0,0,20,0, <=50K
23,2,4159,9,0,7,0,0,0,0,0,38,0, <=50K
37,2,135,12,1,1,1,0,0,7688,0,50,0, >50K
38,0,12404,16,1,3,1,0,0,0,0,55,0, >50K
27,2,12405,10,0,2,3,1,0,0,0,40,0, <=50K
29,2,12406,13,1,5,2,0,1,0,0,50,0, <=50K
45,4,11628,14,0,3,0,0,1,0,0,40,0, <=50K
41,6,12407,9,1,5,1,0,0,0,1887,55,0, >50K
38,1,9685,10,0,4,0,0,1,0,0,20,0, <=50K
27,2,4170,13,0,3,0,0,0,0,0,40,0, <=50K
51,3,12408,10,1,2,1,4,0,0,0,40,4, <=50K
44,3,12409,9,2,6,0,0,0,0,0,40,0, <=50K
33,3,12410,14,1,7,1,1,0,0,0,40,36, <=50K
28,6,12411,9,1,5,1,1,0,99999,0,40,0, >50K
32,2,12412,13,1,1,1,0,0,0,0,45,0, >50K
43,2,12413,14,1,3,1,0,0,0,0,55,0, <=50K
45,4,11343,9,2,4,3,1,1,0,0,40,0, <=50K
52,3,12414,12,1,4,1,0,0,7298,0,40,0, >50K
24,2,12415,9,0,4,0,0,0,0,0,35,0, <=50K
19,5,12416,10,0,11,3,0,0,0,0,40,0, <=50K
47,2,12417,11,1,3,1,0,0,0,0,40,0, >50K
53,6,7726,16,2,1,0,0,0,14084,0,50,0, >50K
31,2,4956,13,1,5,1,0,0,0,0,40,0, >50K
30,2,7076,11,0,6,0,0,0,0,0,40,0, <=50K
56,2,4579,9,1,0,1,0,0,0,0,40,0, <=50K
49,3,12418,13,1,3,1,0,0,0,0,40,0, >50K
38,2,12419,9,1,7,1,0,0,0,0,40,0, <=50K
19,2,12420,10,0,0,3,0,0,0,0,18,0, <=50K
39,2,7151,11,1,6,1,0,0,0,0,40,0, <=50K
38,2,7569,9,1,1,1,0,0,0,0,40,0, <=50K
47,2,1906,9,1,7,1,0,0,0,0,55,0, >50K
58,2,11827,7,1,6,1,0,0,0,0,40,0, <=50K
27,2,12421,9,0,7,0,1,0,2174,0,40,0, <=50K
59,4,6226,14,2,3,0,0,0,0,0,40,0, >50K
24,2,12422,13,0,5,0,0,0,0,0,47,0, <=50K
42,2,12423,11,1,9,1,0,0,2407,0,40,0, <=50K
53,0,995,14,1,1,1,0,0,0,0,60,0, >50K
35,2,6619,9,1,2,1,0,0,0,0,50,0, <=50K
36,4,2069,9,1,0,2,2,1,0,0,40,28, >50K
26,2,9337,9,1,6,1,0,0,0,0,40,5, <=50K
33,2,12424,5,4,0,0,0,0,0,0,48,0, <=50K
29,2,12425,10,1,3,1,0,0,0,0,40,0, <=50K
43,2,12426,7,1,2,1,0,0,0,0,40,0, <=50K
35,2,12063,13,1,5,1,0,0,15024,0,50,0, >50K
48,2,12427,13,3,3,5,2,1,0,0,36,13, >50K
45,4,5911,14,2,3,0,0,1,0,0,40,0, <=50K
43,2,47,9,2,1,0,0,1,0,0,40,0, <=50K
27,2,4253,5,0,4,3,0,0,0,0,30,0, <=50K
21,2,12428,4,0,6,3,0,0,0,0,40,0, <=50K
63,5,12429,9,6,11,0,0,1,0,0,4,0, <=50K
39,2,465,10,1,0,1,0,0,15024,0,40,0, >50K
52,1,7764,13,1,5,1,0,0,15024,0,55,0, >50K
41,6,12430,13,6,3,4,0,1,0,0,40,0, <=50K
48,2,2858,9,1,6,1,0,0,7688,0,70,0, >50K
27,5,12431,7,2,11,4,0,1,0,0,35,0, <=50K
53,0,12432,9,2,1,0,0,0,0,1092,40,0, <=50K
33,4,12433,12,1,6,1,0,0,0,0,50,0, <=50K
37,2,4356,6,0,6,3,0,0,0,0,35,0, <=50K
18,5,12434,10,0,11,3,0,1,0,0,40,0, <=50K
43,3,12435,16,4,3,4,1,1,0,0,24,0, >50K
20,2,12436,10,0,0,0,0,1,0,0,40,0, <=50K
47,2,1260,15,1,3,1,0,0,0,0,50,0, >50K
36,1,12437,9,1,8,1,0,0,0,0,70,0, <=50K
41,2,363,9,1,7,1,0,0,0,1887,45,0, >50K
67,2,12438,4,1,6,1,0,0,1797,0,40,0, <=50K
38,2,12439,13,3,6,0,1,0,0,0,40,24, <=50K
47,1,12440,14,0,1,0,1,0,0,0,25,0, <=50K
39,2,12441,11,1,10,1,0,0,0,0,40,0, <=50K
34,1,2551,13,1,1,1,0,0,0,1485,35,4, <=50K
36,2,22,9,0,4,3,1,0,0,0,35,0, <=50K
24,2,12442,10,1,0,1,1,0,0,0,40,0, <=50K
50,1,12443,9,1,8,1,0,0,0,0,84,0, <=50K
21,2,12444,9,0,4,0,0,1,1055,0,30,0, <=50K
21,2,12445,5,0,4,3,0,1,0,0,50,5, <=50K
40,2,4300,9,0,6,0,0,0,0,0,40,0, <=50K
19,2,12446,10,0,0,0,0,1,0,0,25,0, <=50K
38,2,12447,9,0,9,0,0,1,0,0,40,0, <=50K
34,2,12448,11,1,6,1,0,0,0,0,50,0, <=50K
44,4,12449,10,2,1,0,0,0,0,0,50,0, <=50K
20,2,7953,12,0,5,3,0,1,0,0,25,0, <=50K
44,2,7098,9,0,1,0,0,0,0,1564,55,9, >50K
49,4,12450,9,2,0,0,0,1,594,0,10,0, <=50K
45,6,12451,12,1,3,1,0,0,0,0,50,0, >50K
24,2,12452,9,0,6,3,0,0,0,0,40,0, <=50K
34,2,3104,9,2,0,3,0,0,0,0,40,0, <=50K
58,1,12453,9,1,5,1,0,0,0,0,72,0, >50K
39,2,2633,9,1,6,1,0,0,0,0,45,0, <=50K
22,2,3131,9,0,4,3,0,0,0,0,40,0, <=50K
38,2,12454,13,1,3,2,0,1,0,0,32,0, >50K
32,3,1329,15,1,3,1,0,0,15024,0,50,0, >50K
45,0,3345,9,2,7,0,0,0,0,0,48,0, <=50K
23,2,12455,9,1,9,1,1,0,0,0,45,0, <=50K
35,2,12456,12,1,6,1,0,0,0,0,45,0, <=50K
52,2,1139,10,1,6,1,0,0,0,0,45,0, >50K
55,2,12457,10,2,6,0,0,0,0,0,40,0, <=50K
23,2,7641,9,0,8,3,0,0,0,0,40,0, <=50K
22,2,12458,13,1,0,3,3,1,2885,0,25,0, <=50K
27,2,12459,9,1,0,1,0,0,0,0,40,0, <=50K
24,2,12460,12,0,0,3,0,1,0,0,15,0, <=50K
21,2,12461,10,0,6,0,0,0,0,0,40,0, <=50K
49,2,12462,13,2,5,5,0,1,0,0,35,0, <=50K
32,2,12463,8,1,9,1,0,0,0,0,40,0, <=50K
64,2,12464,10,6,4,4,0,1,0,0,24,0, <=50K
37,1,2836,9,0,8,4,0,0,0,0,50,0, <=50K
61,2,12465,4,3,9,0,0,0,0,0,40,27, <=50K
44,2,12466,9,1,6,2,0,1,0,0,40,0, >50K
53,2,12467,9,1,6,1,0,0,0,0,52,0, >50K
43,2,12468,14,0,3,0,0,0,0,0,50,0, >50K
60,0,12469,16,1,3,1,0,0,0,1902,40,0, >50K
23,2,12470,10,0,5,3,0,1,0,0,40,0, <=50K
25,2,10687,14,1,9,0,0,0,0,0,40,5, <=50K
29,2,10512,9,0,0,0,0,1,0,0,40,0, <=50K
51,2,1753,13,2,3,4,0,1,0,0,55,9, <=50K
47,2,11458,2,3,8,0,0,0,0,0,12,5, <=50K
20,2,12471,9,0,1,4,0,1,0,0,40,0, <=50K
25,2,7268,7,1,7,1,0,0,5178,0,40,15, >50K
27,2,12472,6,1,9,1,0,0,0,0,40,0, <=50K
23,2,12473,9,0,0,0,0,1,0,0,40,0, <=50K
18,2,12474,9,0,4,3,0,1,0,0,27,0, <=50K
23,2,12475,4,1,7,1,0,0,0,0,32,0, <=50K
59,1,12476,9,2,1,0,0,0,0,0,60,0, <=50K
46,2,2029,9,0,0,0,0,1,0,0,37,0, <=50K
66,5,12477,4,2,11,0,0,0,0,0,40,0, <=50K
46,4,675,14,1,3,1,1,0,0,0,38,0, >50K
36,4,12478,7,0,4,4,0,1,0,0,23,0, <=50K
44,2,12479,9,3,9,4,0,1,0,0,40,0, <=50K
17,2,12480,7,0,5,3,0,0,0,0,20,0, <=50K
27,2,12481,10,0,1,0,0,0,0,0,45,0, <=50K
32,2,9877,10,1,5,1,0,0,0,0,40,0, >50K
53,2,12023,9,2,4,0,1,0,0,0,40,0, <=50K
22,2,12482,10,0,3,3,0,0,0,0,98,0, <=50K
30,2,12483,12,0,3,3,0,1,0,0,40,0, <=50K
